+--------------+------------------------+
| feature name |    information gain    |
|    c2812     |  0.03678364405735968   |
|    c2834     |  0.03668708026891854   |
|    c2830     |  0.03660838568239666   |
|    c3336     |  0.03659845688531882   |
|    c4212     |  0.03658008635831944   |
|    c2542     |  0.03657786974068622   |
|    c4240     |  0.03653114808441882   |
|    c3330     |  0.036521613102220574  |
|    c2794     |  0.03651224213755322   |
|    c4218     |  0.036496777986553486  |
|    c3342     |  0.03649600534651154   |
|    c2928     |  0.03643376586589442   |
|    c2850     |  0.03637917458439932   |
|    c4200     |  0.03631622826721981   |
|    c2544     |  0.036279730100593266  |
|    c2910     |  0.03626728719160921   |
|    c3350     |  0.03620495947837754   |
|    c2578     |  0.036103040480687465  |
|    c2848     |  0.035853783193790845  |
|    c2914     |  0.035843018123555614  |
|    c3348     |  0.035723876811840416  |
|    c2806     |  0.03568724441011084   |
|    c2592     |  0.03554547419529075   |
|    c2606     |  0.03550808012355722   |
|    c2828     |  0.035491873384208894  |
|    c2808     |  0.03525117561994673   |
|    c2566     |   0.035096646702101    |
|    c2556     |  0.03504968513137019   |
|    c2590     |  0.035048873644548895  |
|    c2868     |  0.03496427335489716   |
|    c3356     |  0.03492957251559159   |
|    c2930     |  0.034923590318530096  |
|    c2322     |  0.03486610453623773   |
|    c2574     |  0.034830698906557434  |
|    c2800     |  0.034751376916235754  |
|    c2514     |  0.03468061334474104   |
|    c2522     |   0.0346391357588387   |
|    c2300     |  0.034614708613183165  |
|    c6844     |  0.03460863381494539   |
|    c4204     |  0.03458011044873355   |
|    c3344     |  0.03455774152685209   |
|    c4228     |  0.03454138137653362   |
|    c2984     |  0.03450971398700187   |
|    c4208     |   0.0344835852234302   |
|    c2286     |  0.03445936895046153   |
|    c2280     |  0.03443727709122557   |
|    c2980     |   0.0344272265776262   |
|    c2512     |   0.0343193685888834   |
|    c3332     |  0.034304255264270944  |
|    c4216     |  0.03428397814695061   |
|    c2854     |  0.03424613600318205   |
|    c2902     |  0.034177907874666236  |
|    c2776     |  0.03417401497122574   |
|    c2576     |  0.03415801392900253   |
|    c2582     |  0.034120458751008886  |
|    c2570     |  0.034012715123270754  |
|    c2554     |  0.033998723382306695  |
|    c2824     |  0.033988923979339836  |
|    c2922     |  0.03393658086187701   |
|    c2546     |  0.03390505164828772   |
|    c4282     |  0.03375524339191349   |
|    c2876     |  0.033743252929778755  |
|    c2782     |  0.03371681638703694   |
|    c2562     |  0.03371681638703694   |
|    c2832     |  0.03364389550165647   |
|    c4196     |  0.033640740860575225  |
|    c2510     |  0.03363479166605554   |
|    c2288     |  0.03361359236327388   |
|    c3180     |  0.03356762079912934   |
|    c2878     |  0.03344084113233037   |
|    c2804     |  0.03339689262258405   |
|    c2882     |  0.033389293139747256  |
|    c2360     |  0.03337767688249693   |
|    c2934     |  0.03335972961667566   |
|    c2886     |  0.03328784306570043   |
|    c2792     |  0.03325150152315581   |
|    c2550     |  0.03319247357495647   |
|    c2858     |  0.033192118996861364  |
|    c2328     |  0.03306315607106192   |
|    c2836     |  0.03300008301873758   |
|    c2780     |  0.03299181149809538   |
|    c2770     |  0.03285947312365112   |
|    c2304     |  0.03279802564993273   |
|    c3318     |  0.03278922710185839   |
|    c2558     |  0.03278399403212506   |
|    c2820     |  0.032720017290015946  |
|    c2912     |  0.03258885299174796   |
|    c3328     |  0.03257392500960199   |
|    c2790     |  0.03248786579834739   |
|    c2324     |  0.03248416956328337   |
|    c2518     |  0.03246341864814273   |
|    c2894     |  0.03244474281990839   |
|    c7184     |  0.032230474361894634  |
|    c5286     |  0.03218462028025337   |
|    c2932     |  0.03217914912617603   |
|    c2568     |  0.03217552203212448   |
|    c2320     |  0.03216801823098492   |
|    c3064     |  0.03211356679581456   |
|    c2604     |  0.03210086690213876   |
|    c2774     |  0.03209859002435511   |
|    c2564     |  0.03201296897211381   |
|    c2972     |  0.03199575465847815   |
|    c2586     |  0.03198026888757988   |
|    c3308     |  0.03195416215406288   |
|    c3324     |  0.03189929136412406   |
|    c4194     |  0.03189584249426036   |
|    c3306     |  0.03188625747617557   |
|    c4230     |  0.03187299150823519   |
|    c2816     |  0.03181821060936407   |
|    c2296     |  0.031720834502115824  |
|    c2796     |  0.03164953633386269   |
|    c2306     |  0.031648912022347764  |
|    c3168     |  0.03162384106684346   |
|    c2898     |  0.03161732557450958   |
|    c2940     |  0.03160396609819749   |
|    c2926     |  0.03142445952641193   |
|    c3326     |  0.03138230906755912   |
|    c2866     |  0.031328042512037246  |
|    c2772     |  0.03130527400355598   |
|    c3020     |  0.031277653897003654  |
|    c2822     |  0.03125405417345295   |
|    c2918     |  0.03123217982169746   |
|    c2332     |  0.031128134594716084  |
|    c2584     |  0.031126497209518877  |
|    c2536     |  0.03106393544300312   |
|    c2274     |  0.030985314932816088  |
|    c3316     |  0.030935785736152743  |
|    c2968     |  0.03092531780292318   |
|    c2880     |  0.030839667930951498  |
|    c2362     |  0.030824106499725223  |
|    c2916     |  0.03078985742520368   |
|    c2326     |  0.03071940365552739   |
|    c2844     |  0.03055441939102499   |
|    c2298     |  0.030457485636796955  |
|    c2778     |  0.030435179515923005  |
|    c2904     |  0.03043014221318452   |
|    c7180     |  0.03039482337104249   |
|    c5298     |  0.030358376081296212  |
|    c3314     |  0.030322431611912393  |
|    c2524     |  0.030267255886515354  |
|    c2908     |  0.030210721169626753  |
|    c3056     |  0.030078545825663827  |
|    c2540     |  0.029989829165245174  |
|    c2798     |  0.029935374020727767  |
|    c2900     |  0.029903775381589393  |
|    c5290     |  0.029877994645577388  |
|    c2818     |  0.029849701498444903  |
|    c6922     |  0.029823107024010698  |
|    c2870     |  0.02981798646566891   |
|    c4222     |  0.029798191343520797  |
|    c2548     |  0.029783879139934077  |
|    c3172     |  0.029755133425349856  |
|    c2946     |  0.029718567854370548  |
|    c3310     |  0.029647607921581498  |
|    c5306     |  0.02958822435332964   |
|    c2552     |  0.029515113183143926  |
|    c2888     |  0.029507065734189153  |
|    c2516     |  0.02941818778564831   |
|    c7182     |  0.029302216053857633  |
|    c3312     |  0.029225504135765412  |
|    c4226     |  0.02921542116891973   |
|    c4248     |  0.029118237031730443  |
|    c3174     |  0.029112268681565245  |
|    c2826     |  0.029089104839893798  |
|    c3164     |  0.029063273296165315  |
|    c3018     |  0.02906063035211326   |
|    c2786     |  0.029028605617875236  |
|    c5446     |  0.02901186579877124   |
|    c2874     |  0.028973100364476645  |
|    c2416     |  0.028922397591301552  |
|    c2962     |  0.028870649868479648  |
|    c2906     |  0.028801716264903243  |
|    c3392     |  0.028761644013314935  |
|    c2950     |  0.028706320468067092  |
|    c2302     |  0.028690561192968866  |
|    c2954     |  0.028673424290469818  |
|    c2278     |   0.028554545649494    |
|    c2944     |  0.028534645196311992  |
|    c2948     |  0.028488404379487964  |
|    c7016     |  0.02843451452279422   |
|    c4252     |  0.028419408988316963  |
|    c2974     |  0.028405437769553288  |
|    c5310     |  0.028357839899466386  |
|    c4708     |  0.028357021765398338  |
|    c2892     |  0.02834678734067886   |
|    c7178     |  0.028342985817721766  |
|    c6926     |  0.02831334055072765   |
|    c3082     |  0.02830954571667621   |
|    c2896     |  0.028292079751415677  |
|    c2276     |   0.0281799481739613   |
|    c2528     |  0.028134672245886172  |
|    c2846     |  0.028125473978204196  |
|    c3058     |  0.02810135833018501   |
|    c6946     |  0.02805893752533173   |
|    c2956     |  0.028053606186125846  |
|    c4244     |  0.02798169908944992   |
|    c3562     |  0.02797901519331325   |
|    c2938     |  0.02786346772598214   |
|    c2290     |  0.027848239792883867  |
|    c2122     |  0.02779408886586321   |
|    c2976     |  0.027786599029181458  |
|    c2560     |  0.027779904997113247  |
|    c7078     |  0.027766068404184496  |
|    c2958     |  0.027713151711120432  |
|    c2964     |  0.02766035722664073   |
|    c4716     |  0.027654492962920774  |
|    c3078     |  0.027647805674920756  |
|    c2336     |  0.027625297532730464  |
|    c3178     |  0.027564042414748746  |
|    c3294     |  0.027345965568351227  |
|    c5458     |  0.02733941344863089   |
|    c2088     |  0.027293244517503368  |
|    c7192     |  0.027291088422633614  |
|    c2872     |  0.027201685307719492  |
|    c3166     |  0.027161212357838638  |
|    c3552     |  0.027068733486810936  |
|    c3050     |  0.02703532510633555   |
|    c6984     |  0.027023356568581125  |
|    c2862     |  0.027017673289742694  |
|    c4238     |  0.02698495783782473   |
|    c3176     |  0.026951242544644316  |
|    c3802     |  0.026944304428774046  |
|    c3412     |  0.02693322042116053   |
|    c5314     |  0.026925764392476514  |
|    c7186     |  0.026913912774850113  |
|    c3170     |  0.02690669033644255   |
|    c3014     |  0.02686467571055884   |
|    c6524     |  0.026846010116430064  |
|    c4202     |  0.02681543505948447   |
|    c6996     |  0.026791550830368882  |
|    c2942     |  0.026791540188032315  |
|    c2890     |  0.026785536660807185  |
|    c3182     |  0.026778334759623768  |
|    c2936     |  0.026771312300926775  |
|    c3388     |  0.026758044026318206  |
|    c2530     |   0.0267269616541983   |
|    c7082     |  0.026672766582535257  |
|    c2242     |  0.026667925779082946  |
|    c3486     |  0.02666457126103916   |
|    c2884     |  0.02664926006733115   |
|    c2292     |  0.026596501554017493  |
|    c4258     |  0.02657687000866127   |
|    c6336     |  0.026571915697773507  |
|    c5300     |  0.02652674146424583   |
|    c2316     |  0.026436165437408343  |
|    c2538     |  0.02634770847660195   |
|    c3026     |  0.026332509126520964  |
|    c3304     |   0.0262725357022362   |
|    c7024     |  0.026263082626882595  |
|    c6442     |  0.026245178738804498  |
|    c2074     |  0.026229071030116957  |
|    c6930     |  0.02620774329515929   |
|    c3138     |  0.02619943757082699   |
|    c2952     |  0.026130897713725565  |
|    c6828     |  0.02604772525721266   |
|    c5926     |  0.026023696133377294  |
|    c2864     |  0.026023326505544064  |
|    c2312     |  0.025987865614517602  |
|    c4210     |  0.02598167793944639   |
|    c6180     |   0.0259783435851626   |
|    c4234     |  0.025955514921955025  |
|    c4198     |  0.025864594672305508  |
|    c5438     |  0.02586003785529356   |
|    c7008     |  0.02585008389762078   |
|    c3248     |  0.025776608872468465  |
|    c4056     |  0.02574213695493177   |
|    c2970     |  0.02569547513872017   |
|    c6386     |  0.025683543421641364  |
|    c4250     |  0.02559522140799797   |
|    c6098     |  0.02555256466147915   |
|    c5962     |  0.025546150546565283  |
|    c6282     |  0.02549842244521372   |
|    c4286     |  0.02549005233235091   |
|    c2376     |  0.02539504410844451   |
|    c5412     |  0.025384805589323767  |
|    c6184     |  0.02535145189365573   |
|    c2340     |  0.025337275303878748  |
|    c3062     |  0.025312867765233005  |
|    c2520     |  0.025305247968722133  |
|    c5344     |   0.0252870077164018   |
|    c6110     |  0.02526597415902687   |
|    c4260     |  0.02523270352035145   |
|    c3022     |  0.025218573789443477  |
|    c4214     |  0.025179542557448364  |
|    c3012     |  0.025175505550824262  |
|    c2396     |  0.025171462745432693  |
|    c2526     |  0.025166782894381567  |
|    c1814     |  0.025161590918286514  |
|    c2998     |  0.02512739149228782   |
|    c4192     |  0.02510661434097128   |
|    c6898     |  0.025069226885231277  |
|    c2386     |  0.025013069194849802  |
|    c6012     |  0.024981369078397764  |
|    c2366     |  0.024972302703533567  |
|    c2994     |  0.02497217145304287   |
|    c2314     |  0.024959399741288024  |
|    c3244     |  0.024813149866050876  |
|    c2162     |  0.024682355250553734  |
|    c2924     |  0.024668162894504908  |
|    c5482     |  0.024644143426010734  |
|    c3120     |  0.02460205131096993   |
|    c2098     |  0.02449512848060431   |
|    c3560     |  0.024492698174493288  |
|    c4254     |  0.024413143716143892  |
|    c7156     |  0.024395710320876285  |
|    c3080     |  0.02438946094486627   |
|    c1826     |  0.024372626643546225  |
|    c3094     |  0.024371240896254642  |
|    c3008     |  0.024349616104947014  |
|    c5404     |  0.024325715074368093  |
|    c7086     |  0.024312986525307112  |
|    c3358     |  0.02430164799707457   |
|    c2960     |  0.024232227406767226  |
|    c5282     |  0.024227049850055637  |
|    c6202     |  0.024218287801451632  |
|    c3060     |  0.024203307164140986  |
|    c2986     |  0.024157502484372095  |
|    c2158     |  0.024155352314998213  |
|    c5270     |  0.024144629391131156  |
|    c2392     |  0.024142298285074304  |
|    c4122     |  0.02403672174019844   |
|    c6832     |  0.024033241670291083  |
|    c2318     |   0.0240099083875418   |
|    c3076     |  0.023976213224428777  |
|    c3010     |  0.023946643751145746  |
|    c5356     |  0.023916649178074678  |
|    c2284     |  0.023897452959942944  |
|    c3152     |  0.023879971973972403  |
|    c2254     |  0.02384350304016203   |
|    c2348     |  0.023804136002116172  |
|    c4256     |  0.023804124603473698  |
|    c5312     |  0.023728416544213093  |
|    c3284     |  0.023727109331009633  |
|    c2234     |  0.023706204848129353  |
|    c2358     |  0.02367830427857953   |
|    c7054     |  0.023660680018060987  |
|    c3372     |  0.023658705343631237  |
|    c5340     |  0.023653225622780383  |
|    c5274     |  0.023616818492351976  |
|    c3086     |  0.023608191804951772  |
|    c7168     |  0.023570733074532946  |
|    c3074     |   0.0235375903779107   |
|    c5388     |  0.023526081281241895  |
|    c2412     |  0.02350679403400857   |
|    c7062     |  0.023458617260752934  |
|    c6348     |  0.023454138711105132  |
|    c3362     |  0.023452754048237434  |
|    c5934     |  0.023452649839240003  |
|    c2330     |  0.02344556601600778   |
|    c4712     |  0.02342867504404955   |
|    c5372     |  0.02339972003141888   |
|    c6902     |  0.023398672293652778  |
|    c5454     |  0.02339222001698804   |
|    c2266     |  0.023388781599645858  |
|    c2982     |  0.02336282672173584   |
|    c3212     |  0.02334356051869868   |
|    c3366     |  0.023308096011201762  |
|    c3360     |  0.023302262023320086  |
|    c3114     |  0.02328122786720721   |
|    c2230     |  0.023275730963250973  |
|    c5364     |  0.023256217123562406  |
|    c5308     |  0.023254208667525145  |
|    c5304     |  0.02322922482660772   |
|    c3070     |  0.023124281570165772  |
|    c6126     |  0.02303591575210251   |
|    c2334     |  0.02303299821147453   |
|    c2406     |  0.02302858218099657   |
|    c1698     |   0.0230022572738231   |
|    c3240     |  0.022997448381508523  |
|    c3364     |  0.022964722915954194  |
|    c3242     |  0.022961662423399698  |
|    c7090     |  0.022898790914369194  |
|    c2402     |  0.022889026837219495  |
|    c2388     |  0.022867165594265382  |
|    c2996     |  0.022831365671476256  |
|    c5450     |  0.022809233962379993  |
|    c3016     |  0.02280222206878091   |
|    c4138     |  0.02278381887027825   |
|    c2090     |  0.02276810934454887   |
|    c3068     |   0.0227350967962634   |
|    c5336     |  0.022716780621039767  |
|    c3210     |  0.022539209127973914  |
|    c7166     |  0.022520599497543703  |
|    c2398     |  0.022501074261700227  |
|    c5296     |  0.022482923169458324  |
|    c2250     |  0.022446052125797644  |
|    c3370     |  0.02241944145881769   |
|    c3368     |  0.022415912264990734  |
|    c6886     |  0.022410465805911217  |
|    c3958     |  0.02238187565044414   |
|    c3054     |  0.02237611422003538   |
|    c6848     |  0.02235307135148923   |
|    c6192     |  0.02235060117703025   |
|    c2082     |  0.022316728585507484  |
|    c3374     |  0.022265366872675774  |
|    c3052     |  0.02226425035068047   |
|    c7102     |  0.022246475338518534  |
|    c5486     |  0.022213620922445276  |
|    c3194     |  0.022209477167789426  |
|    c3420     |  0.022167107180379064  |
|    c5348     |  0.022160048408332855  |
|    c2356     |  0.022134069906381004  |
|    c7012     |  0.022133742059359918  |
|    c5408     |  0.02210590524317424   |
|    c7064     |   0.0221047739736997   |
|    c3474     |  0.022100598178757203  |
|    c6910     |  0.022073064616742633  |
|    c3048     |  0.022042743726917058  |
|    c3282     |  0.022003644503340247  |
|    c5262     |  0.02199158560092851   |
|    c3246     |  0.021975958850340982  |
|    c2238     |  0.02191617069377827   |
|    c2508     |  0.021883853573383627  |
|    c2506     |  0.021874485240766184  |
|    c3396     |  0.021848954435514267  |
|    c2086     |  0.02183842552646409   |
|    c4242     |  0.021822622598159258  |
|    c5462     |  0.02179907147969673   |
|    c2020     |  0.02177670541268073   |
|    c4314     |  0.021772715186631597  |
|    c6106     |  0.021761737730413344  |
|    c4186     |  0.021727706991278906  |
|    c6774     |  0.021713641848931653  |
|    c3410     |   0.0216882037541124   |
|    c4170     |  0.021666184829106427  |
|    c3218     |  0.02165726547674507   |
|    c2390     |  0.021615552557116002  |
|    c7162     |  0.021612061058304155  |
|    c3002     |  0.021592708945607608  |
|    c7070     |  0.021590725733367844  |
|    c3044     |  0.021583813422645592  |
|    c3112     |  0.021557886967686235  |
|    c7190     |  0.021549822581994338  |
|    c5284     |  0.021541204138380676  |
|    c4118     |  0.021532589523817647  |
|    c3302     |  0.02149277877612832   |
|    c6114     |  0.021442255042571023  |
|    c6008     |  0.021441041322038723  |
|    c5384     |  0.021433173248088355  |
|    c3226     |  0.021431629703350996  |
|    c6980     |  0.021422771942441576  |
|    c3296     |  0.021413249898633024  |
|    c6598     |  0.02138749952757446   |
|    c3042     |  0.021386662942394885  |
|    c5434     |  0.021356794608026863  |
|    c3232     |  0.021345030050132108  |
|    c6078     |  0.021327250898513173  |
|    c2060     |  0.021274739490079186  |
|    c3222     |  0.021269175693490183  |
|    c3400     |  0.021264150264272974  |
|    c5470     |  0.021246965435850473  |
|    c3090     |  0.02121631865536089   |
|    c2394     |  0.021199420824471904  |
|    c3108     |  0.02115999209865782   |
|    c6020     |  0.02113908136109166   |
|    c3124     |  0.021118671688212354  |
|    c2350     |  0.02111829084483241   |
|    c5360     |  0.021091111787860495  |
|    c3146     |  0.02105167701079247   |
|    c2990     |  0.021039267126718775  |
|    c5266     |  0.021036062938439848  |
|    c7000     |  0.021030579541062133  |
|    c6860     |   0.0209939379534263   |
|    c6958     |  0.020973701324489058  |
|    c3494     |  0.020962980376953988  |
|    c3298     |  0.020962547588042613  |
|    c5352     |  0.02095124362964551   |
|    c2112     |  0.020906575383881743  |
|    c5480     |  0.02089491155663259   |
|    c3300     |  0.020882655079800916  |
|    c3534     |  0.02087404508224866   |
|    c3418     |  0.02086390339699906   |
|    c7152     |  0.020847768244074194  |
|    c2154     |  0.020818322688083146  |
|    c2414     |  0.020813354750367274  |
|    c6750     |  0.020805382981253118  |
|    c7200     |  0.020798327166010155  |
|    c6052     |  0.02078301225660395   |
|    c3478     |  0.020781010630066765  |
|    c5380     |  0.020779553919654692  |
|    c2378     |  0.02069369259368581   |
|    c5258     |  0.02068394265807938   |
|    c5422     |  0.02066617239007451   |
|    c4072     |  0.02064907216078571   |
|    c2270     |  0.02063503349891538   |
|    c2258     |  0.020634225670931983  |
|    c2364     |  0.02062768879772614   |
|    c6016     |  0.020621907258640437  |
|    c6942     |  0.02062151390599598   |
|    c4298     |  0.020617440639406626  |
|    c6582     |  0.02061242134334429   |
|    c3154     |  0.020601359992867607  |
|    c7148     |  0.02059760862100002   |
|    c4762     |  0.02059266538543225   |
|    c2404     |  0.020556088981497744  |
|    c5516     |   0.0205446664177924   |
|    c5432     |  0.020540867622026004  |
|    c5292     |  0.020539582394459632  |
|    c5966     |  0.020524354493556718  |
|    c2252     |  0.020518012102876293  |
|    c3230     |  0.020499736306137883  |
|    c7068     |  0.020446127530529212  |
|    c2030     |   0.020429165982081    |
|    c5324     |  0.02041537509916047   |
|    c5700     |  0.02040813645663153   |
|    c6188     |  0.020407061436071183  |
|    c2208     |  0.02040549335356978   |
|    c3134     |  0.02038800470483504   |
|    c3422     |  0.020378747498583483  |
|    c3238     |  0.020372770859705902  |
|    c2186     |  0.02036628156187348   |
|    c6906     |  0.02035861836824515   |
|    c5410     |  0.020348476983522712  |
|    c2166     |  0.020312300778815073  |
|    c3092     |  0.020306297029974107  |
|    c3000     |  0.02030337778742375   |
|    c2120     |  0.02030306746715782   |
|    c3536     |  0.020289480241745705  |
|    c4246     |  0.020287494663745687  |
|    c5288     |  0.020277357235414684  |
|    c2024     |  0.020271604385564412  |
|    c7028     |  0.02026887259748289   |
|    c6758     |  0.02026142280570631   |
|    c7198     |  0.020261245848413267  |
|    c5448     |  0.02023542457792149   |
|    c6034     |  0.020234294079778392  |
|    c2988     |  0.020218688226755432  |
|    c6032     |  0.020206001246054095  |
|    c6824     |  0.020199079005307707  |
|    c3156     |  0.02019814689661059   |
|    c7176     |  0.02019681342708224   |
|    c2384     |  0.020189014186150933  |
|    c4176     |  0.02018631732249565   |
|    c2150     |  0.02016929338427742   |
|    c6680     |  0.02012803589518186   |
|    c6594     |  0.020124652381234398  |
|    c6160     |  0.02012464483674381   |
|    c5472     |  0.020119688018963133  |
|    c3216     |  0.020119148703527934  |
|    c6682     |  0.020112216595195465  |
|    c5418     |  0.02011214949176754   |
|    c2222     |   0.0201097386757918   |
|    c3204     |  0.020091828557431635  |
|    c6090     |  0.020089860260401826  |
|    c3046     |  0.02008129140733983   |
|    c3106     |  0.020070984097684486  |
|    c2370     |  0.020060300656169483  |
|    c5484     |  0.020040905769201922  |
|    c3142     |  0.020033327403688572  |
|    c6200     |  0.02002563515758582   |
|    c4188     |  0.020016613784317405  |
|    c2054     |  0.020008915686033912  |
|    c4106     |  0.020005533674928744  |
|    c2382     |  0.019982984364554923  |
|    c3040     |  0.019966991777159215  |
|    c5406     |  0.019943679769164335  |
|    c3088     |  0.019935043257925722  |
|    c3100     |  0.019924360282971065  |
|    c7004     |  0.01990268081621349   |
|    c6040     |  0.01989305855709045   |
|    c5396     |  0.019877487958949835  |
|    c3160     |  0.019864484211187694  |
|    c7058     |  0.019852810435053936  |
|    c2410     |   0.0198438061332058   |
|    c3236     |  0.019833050365347882  |
|    c6094     |   0.019832430758425    |
|    c2380     |  0.01982891897054273   |
|    c6516     |  0.019826772643445345  |
|    c3144     |  0.01981366710765009   |
|    c3292     |  0.01980947485860063   |
|    c3066     |  0.019795699707551018  |
|    c2032     |  0.01978123009248689   |
|    c6606     |  0.01978086210772645   |
|    c2194     |  0.01977467505751873   |
|    c6352     |  0.019745050410211018  |
|    c2240     |  0.019732895584773313  |
|    c6864     |  0.019715688105589768  |
|    c6934     |  0.019673661469869153  |
|    c4310     |  0.019661524981508416  |
|    c6290     |  0.019655604812607752  |
|    c2178     |  0.01962545880207678   |
|    c5946     |  0.01961636459017857   |
|    c6566     |  0.01961449728264375   |
|    c6204     |  0.019590699021619695  |
|    c2220     |  0.01957282565099927   |
|    c4064     |  0.01955957958284471   |
|    c2144     |  0.019530658249460986  |
|    c2992     |  0.019522573105644758  |
|    c6726     |  0.019517471321754742  |
|    c2148     |  0.019515544248191796  |
|    c6102     |  0.019514633850719276  |
|    c6856     |  0.019514489877201724  |
|    c7201     |  0.019496886379218883  |
|    c2062     |  0.019459064060231235  |
|    c6836     |  0.019457145284817345  |
|    c5466     |  0.01945624448469263   |
|    c7050     |  0.019453024987472922  |
|    c6782     |  0.019448874281466466  |
|    c6372     |  0.01944564209859112   |
|    c4302     |  0.01942379463201349   |
|    c3024     |  0.019419810646763125  |
|    c3414     |  0.01941767590909671   |
|    c2214     |  0.019411962492724033  |
|    c7164     |  0.01940315719515584   |
|    c3390     |  0.01940205402581263   |
|    c2308     |  0.019398111647626948  |
|    c6684     |  0.019397124549576983  |
|    c6962     |  0.019395363431275348  |
|    c5376     |  0.019362888577023174  |
|    c6030     |  0.01935335674231342   |
